Title,Course Price,Subscribers,Reviews Left,Length,Percent of Reviews
Introduction to Java Programming for Online Learners,200,1586,87,22 hours,"['12975', 'Introduction to Java Programming for Online Learners', 'https://www.udemy.com/learning-to-program-in-java-a-supplement-for-online-academic-learners/', 'TRUE', '200', '1586', '87', '124', 'Beginner Level', '22 hours', '2013-04-17T02:55:10Z']"
Create full featured Landing Page in Ruby on Rails in 3 hour,30,1550,15,3 hours,"['499904', 'Create full featured Landing Page in Ruby on Rails in 3 hour', 'https://www.udemy.com/rails-1-landing-page/', 'TRUE', '30', '1550', '15', '23', 'All Levels', '3 hours', '2015-05-15T18:53:55Z']"
How to create a  video blog with WordPress,25,1209,8,4.5 hours,"['733694', 'How to create a  video blog with WordPress', 'https://www.udemy.com/how-to-create-a-blog-with-wordpress-video-blog/', 'TRUE', '25', '1209', '8', '62', 'All Levels', '4.5 hours', '2016-03-29T17:43:26Z']"
PHP For WordPress Development,35,850,12,1 hour,"['818958', 'PHP For WordPress Development', 'https://www.udemy.com/php-for-wordpress-development/', 'TRUE', '35', '850', '12', '16', 'Beginner Level', '1 hour', '2016-04-12T18:00:47Z']"
Create a Professional Website Without Programming/Coding,Free,5421,93,1.5 hours,"['374590', 'Create a Professional Website Without Programming/Coding', 'https://www.udemy.com/create-professional-websites/', 'FALSE', 'Free', '5421', '93', '20', 'All Levels', '1.5 hours', '2015-01-17T09:15:37Z']"
How to Build an Autocomplete System Like Google,30,255,5,1 hour,"['982328', 'How to Build an Autocomplete System Like Google', 'https://www.udemy.com/how-to-build-an-autocomplete-system-using-javascript-and-php/', 'TRUE', '30', '255', '5', '9', 'All Levels', '1 hour', '2016-10-12T23:24:28Z']"
Master EmberJS : Learn Ember JS From Scratch,120,707,59,6.5 hours,"['511942', 'Master EmberJS : Learn Ember JS From Scratch', 'https://www.udemy.com/master-emberjs/', 'TRUE', '120', '707', '59', '103', 'All Levels', '6.5 hours', '2015-07-10T21:24:15Z']"
How To Make A Modern Wordpress BLOG 2017! Create Your Blog!,Free,6856,137,2 hours,"['1024888', 'How To Make A Modern Wordpress BLOG 2017! Create Your Blog!', 'https://www.udemy.com/how-to-make-a-modern-wordpress-blog-2017-create-your-blog/', 'FALSE', 'Free', '6856', '137', '19', 'Beginner Level', '2 hours', '2016-11-29T23:01:43Z']"
Learn Top Ten PHP FrameWorks By Building Projects,60,1007,96,17.5 hours,"['740762', 'Learn Top Ten PHP FrameWorks By Building Projects', 'https://www.udemy.com/learn-top-ten-php-frameworks-by-building-projects/', 'TRUE', '60', '1007', '96', '87', 'All Levels', '17.5 hours', '2016-01-27T18:05:12Z']"
How to Make a Video Blog Website From Scratch w/ Wordpress ,Free,12952,163,1 hour,"['646056', 'How to Make a Video Blog Website From Scratch w/ Wordpress ', 'https://www.udemy.com/how-to-make-a-video-blog-website/', 'FALSE', 'Free', '12952', '163', '22', 'All Levels', '1 hour', '2015-10-21T23:31:22Z']"
Build Websites And Apps By Outsourcing,20,2299,11,2 hours,"['545524', 'Build Websites And Apps By Outsourcing', 'https://www.udemy.com/outsourcing-development-work/', 'TRUE', '20', '2299', '11', '22', 'All Levels', '2 hours', '2015-07-20T22:16:39Z']"
Learning Path: Web Applications with Spring and Angular,200,19,2,4 hours,"['1270222', 'Learning Path: Web Applications with Spring and Angular', 'https://www.udemy.com/learning-path-web-applications-with-spring-and-angular/', 'TRUE', '200', '19', '2', '33', 'Expert Level', '4 hours', '2017-06-28T21:04:21Z']"
Learn Ruby on Rails By Building Projects,60,1736,79,13 hours,"['340362', 'Learn Ruby on Rails By Building Projects', 'https://www.udemy.com/learn-ruby-on-rails-building-projects/', 'TRUE', '60', '1736', '79', '47', 'All Levels', '13 hours', '2014-11-12T09:33:28Z']"
Canvas image Creator HTML5 JavaScript project from Scratch,100,2195,10,3.5 hours,"['782194', 'Canvas image Creator HTML5 JavaScript project from Scratch', 'https://www.udemy.com/canvas-image-maker-html5-javascript-project-from-scratch/', 'TRUE', '100', '2195', '10', '35', 'Intermediate Level', '3.5 hours', '2016-03-06T21:41:43Z']"
Javascript Essentials,Free,47062,5590,8.5 hours,"['707962', 'Javascript Essentials', 'https://www.udemy.com/javascript-essentials/', 'FALSE', 'Free', '47062', '5590', '41', 'Beginner Level', '8.5 hours', '2016-01-20T19:08:27Z']"
Devtools 2017: The Basics of Chrome Developer Tools,Free,4569,108,1 hour,"['1178394', 'Devtools 2017: The Basics of Chrome Developer Tools', 'https://www.udemy.com/devtools-2017-the-basics-of-chrome-developer-tools/', 'FALSE', 'Free', '4569', '108', '18', 'Beginner Level', '1 hour', '2017-04-14T16:58:12Z']"
Chrome Extensions : Develop 5 chrome extensions from scratch,Free,3655,85,2 hours,"['1084894', 'Chrome Extensions : Develop 5 chrome extensions from scratch', 'https://www.udemy.com/chrome-extension-dev/', 'FALSE', 'Free', '3655', '85', '44', 'Beginner Level', '2 hours', '2017-03-30T15:22:46Z']"
Learn how to quickly build websites using Wordpress,Free,15715,406,3.5 hours,"['364616', 'Learn how to quickly build websites using Wordpress', 'https://www.udemy.com/learn-how-to-quickly-build-websites-using-wordpress/', 'FALSE', 'Free', '15715', '406', '28', 'All Levels', '3.5 hours', '2014-12-18T12:50:07Z']"
Advance Unix : File Processing: AWK | SED | GREP | CUT | VIM,75,578,40,5.5 hours,"['990532', 'Advance Unix : File Processing: AWK | SED | GREP | CUT | VIM', 'https://www.udemy.com/advance-unix-commands/', 'TRUE', '75', '578', '40', '84', 'Expert Level', '5.5 hours', '2017-01-27T05:12:57Z']"
Develop a Professional OnePage WordPress site With No Coding,20,1747,13,1.5 hours,"['933110', 'Develop a Professional OnePage WordPress site With No Coding', 'https://www.udemy.com/develop-a-professional-onepage-wordpress-site-with-no-coding/', 'TRUE', '20', '1747', '13', '13', 'Beginner Level', '1.5 hours', '2016-08-29T16:47:15Z']"
PHP Specialist (2017 Edition),100,197,11,3.5 hours,"['1158836', 'PHP Specialist (2017 Edition)', 'https://www.udemy.com/php-specialist-2017/', 'TRUE', '100', '197', '11', '53', 'Beginner Level', '3.5 hours', '2017-03-28T23:39:37Z']"
Python Programming: Create an Digital Marketplace in Django,195,4198,145,26 hours,"['70640', 'Python Programming: Create an Digital Marketplace in Django', 'https://www.udemy.com/coding-for-entrepreneurs-marketplace-daily-deals/', 'TRUE', '195', '4198', '145', '161', 'All Levels', '26 hours', '2013-10-20T19:53:28Z']"
Create Ajax Chat App with PHP & Mysql,45,540,11,1 hour,"['1176460', 'Create Ajax Chat App with PHP & Mysql', 'https://www.udemy.com/create-ajax-chat-app-with-php-mysql/', 'TRUE', '45', '540', '11', '19', 'Beginner Level', '1 hour', '2017-04-15T00:56:41Z']"
Mastering Thymeleaf with Spring,75,942,161,4.5 hours,"['736250', 'Mastering Thymeleaf with Spring', 'https://www.udemy.com/mastering-thymeleaf-with-spring/', 'TRUE', '75', '942', '161', '64', 'All Levels', '4.5 hours', '2016-02-05T20:42:25Z']"
Learn Rails Programming in Less than 2 Hours,35,2470,24,2.5 hours,"['617886', 'Learn Rails Programming in Less than 2 Hours', 'https://www.udemy.com/learn-rails-programming-in-less-than-2-hours/', 'TRUE', '35', '2470', '24', '19', 'All Levels', '2.5 hours', '2015-09-23T02:21:50Z']"
Wordpress Backup & Restore,95,478,37,1.5 hours,"['934570', 'Wordpress Backup & Restore', 'https://www.udemy.com/wordpress-backup-restore/', 'TRUE', '95', '478', '37', '18', 'All Levels', '1.5 hours', '2016-09-15T17:20:21Z']"
Learn JavaScript Dynamic Interactive Projects for Beginners,100,2558,12,3 hours,"['760306', 'Learn JavaScript Dynamic Interactive Projects for Beginners', 'https://www.udemy.com/learn-javascript-dynamic-interactive-projects-for-beginners/', 'TRUE', '100', '2558', '12', '36', 'Beginner Level', '3 hours', '2016-02-14T18:51:48Z']"
Build Modern Websites Super Fast,25,2178,22,1.5 hours,"['780058', 'Build Modern Websites Super Fast', 'https://www.udemy.com/build-modern-websites-in-1-hour/', 'TRUE', '25', '2178', '22', '19', 'All Levels', '1.5 hours', '2016-03-10T00:04:59Z']"
SAP - Learn SAPUI5 Professional Development,195,860,201,7 hours,"['828042', 'SAP - Learn SAPUI5 Professional Development', 'https://www.udemy.com/learn-sapui5/', 'TRUE', '195', '860', '201', '56', 'All Levels', '7 hours', '2016-04-25T15:22:50Z']"
Wordpress Security,95,2888,26,2.5 hours,"['473338', 'Wordpress Security', 'https://www.udemy.com/easy-wordpress-security/', 'TRUE', '95', '2888', '26', '24', 'All Levels', '2.5 hours', '2015-04-13T17:53:02Z']"
Learn HTML5 At Your Own Pace. Ideal for Beginners,50,3026,60,7 hours,"['14571', 'Learn HTML5 At Your Own Pace. Ideal for Beginners', 'https://www.udemy.com/learning-html5/', 'TRUE', '50', '3026', '60', '67', 'All Levels', '7 hours', '2012-02-28T18:52:32Z']"
Build an Amazon clone: Nodejs + MongoDB + Stripe Payment,20,2164,290,8.5 hours,"['713098', 'Build an Amazon clone: Nodejs + MongoDB + Stripe Payment', 'https://www.udemy.com/build-an-amazon-clone-nodejs-stripe-elasticsearch/', 'TRUE', '20', '2164', '290', '70', 'All Levels', '8.5 hours', '2016-01-08T17:16:48Z']"
Build Real World Websites from Scratch using HTML5 and CSS3,195,10874,114,7.5 hours,"['701570', 'Build Real World Websites from Scratch using HTML5 and CSS3', 'https://www.udemy.com/web-development-html5-css3/', 'TRUE', '195', '10874', '114', '59', 'Beginner Level', '7.5 hours', '2016-01-25T18:00:51Z']"
How to become an App Developer,200,1935,17,1 hour,"['1198704', 'How to become an App Developer', 'https://www.udemy.com/how-to-become-an-app-developer/', 'TRUE', '200', '1935', '17', '10', 'Beginner Level', '1 hour', '2017-05-19T21:39:35Z']"
"Modern JavaScript: Building Real-World, Real-Time Apps",50,1871,154,13.5 hours,"['807874', 'Modern JavaScript: Building Real-World, Real-Time Apps', 'https://www.udemy.com/real-world-real-time-modern-javascript/', 'TRUE', '50', '1871', '154', '60', 'Intermediate Level', '13.5 hours', '2016-03-30T21:15:15Z']"
JavaScript Introduction to Object Oriented JavaScript,90,7789,59,1.5 hours,"['607056', 'JavaScript Introduction to Object Oriented JavaScript', 'https://www.udemy.com/javascript-introduction-to-object-oriented-javascript/', 'TRUE', '90', '7789', '59', '23', 'Beginner Level', '1.5 hours', '2015-10-01T17:43:34Z']"
Core HTML How to get online quickly HTML to HTML5 ,90,10394,33,3.5 hours,"['587902', 'Core HTML How to get online quickly HTML to HTML5 ', 'https://www.udemy.com/web-development-introduction-html-html5-course/', 'TRUE', '90', '10394', '33', '34', 'Beginner Level', '3.5 hours', '2015-08-21T18:53:23Z']"
Building Websites JavaScript and the DOM,120,17759,64,3 hours,"['963412', 'Building Websites JavaScript and the DOM', 'https://www.udemy.com/building-websites-learn-javascript-and-the-dom/', 'TRUE', '120', '17759', '64', '37', 'Beginner Level', '3 hours', '2016-09-26T14:48:26Z']"
Complete Login and Registration System in PHP and MYSQL,200,4714,149,4 hours,"['552198', 'Complete Login and Registration System in PHP and MYSQL', 'https://www.udemy.com/login-and-registration-system-in-php-and-mysql-step-by-step/', 'TRUE', '200', '4714', '149', '28', 'All Levels', '4 hours', '2015-07-16T22:09:55Z']"
The Complete E-Commerce Web Developer Course 5.0,195,3209,58,12.5 hours,"['916902', 'The Complete E-Commerce Web Developer Course 5.0', 'https://www.udemy.com/e-commerce-web-developer-course/', 'TRUE', '195', '3209', '58', '96', 'All Levels', '12.5 hours', '2016-09-13T16:12:58Z']"
HTML5 canvas Bootcamp for beginners 25 easy steps,120,14118,30,2 hours,"['778112', 'HTML5 canvas Bootcamp for beginners 25 easy steps', 'https://www.udemy.com/html5-canvas-course-for-beginners/', 'TRUE', '120', '14118', '30', '27', 'Beginner Level', '2 hours', '2016-03-01T23:04:23Z']"
Advanced HTML5 Tutorial for Web Developers,50,11847,57,7.5 hours,"['26845', 'Advanced HTML5 Tutorial for Web Developers', 'https://www.udemy.com/advanced-html5-for-web-developers/', 'TRUE', '50', '11847', '57', '57', 'All Levels', '7.5 hours', '2012-10-17T11:07:41Z']"
Learn the Basics of Programming for Marketers,55,11339,43,3.5 hours,"['460056', 'Learn the Basics of Programming for Marketers', 'https://www.udemy.com/basic-programming-for-marketers/', 'TRUE', '55', '11339', '43', '26', 'Beginner Level', '3.5 hours', '2015-04-21T17:24:26Z']"
Css For Beginners,85,1156,13,2.5 hours,"['641732', 'Css For Beginners', 'https://www.udemy.com/css-made-simple-for-beginners-learn-to-style-a-website-page/', 'TRUE', '85', '1156', '13', '28', 'Beginner Level', '2.5 hours', '2015-10-21T20:14:34Z']"
GRUNT js: Automate web development tasks and save your time,55,1534,33,1.5 hours,"['417914', 'GRUNT js: Automate web development tasks and save your time', 'https://www.udemy.com/gruntjs-automate-web-development-tasks-and-save-your-time/', 'TRUE', '55', '1534', '33', '18', 'All Levels', '1.5 hours', '2015-03-02T23:34:14Z']"
Mastering Web and Mobile Debugging Using Chrome Dev Tools,195,1102,12,2 hours,"['707682', 'Mastering Web and Mobile Debugging Using Chrome Dev Tools', 'https://www.udemy.com/mastering-web-and-mobile-debugging-using-chrome-dev-tools/', 'TRUE', '195', '1102', '12', '21', 'All Levels', '2 hours', '2016-01-29T21:02:49Z']"
HTML : Beginner Guide to HTML writing,20,783,20,37 mins,"['913966', 'HTML : Beginner Guide to HTML writing', 'https://www.udemy.com/html-beginner-guide/', 'TRUE', '20', '783', '20', '13', 'Beginner Level', '37 mins', '2016-07-28T18:50:58Z']"
Build Web Apps Using EmberJS: The Complete Course,40,627,126,4.5 hours,"['684794', 'Build Web Apps Using EmberJS: The Complete Course', 'https://www.udemy.com/build-web-apps-using-emberjs-the-complete-course/', 'TRUE', '40', '627', '126', '31', 'All Levels', '4.5 hours', '2015-12-10T18:01:55Z']"
SharePoint 2013 Development using C# - Part I,50,891,101,8.5 hours,"['326326', 'SharePoint 2013 Development using C# - Part I', 'https://www.udemy.com/sharepoint2013development/', 'TRUE', '50', '891', '101', '119', 'All Levels', '8.5 hours', '2014-11-06T13:59:44Z']"
SAP Crystal Reports with ASP.Net (Step by step),Free,7484,304,1 hour,"['436496', 'SAP Crystal Reports with ASP.Net (Step by step)', 'https://www.udemy.com/sap-crystalreports-for-beginners/', 'FALSE', 'Free', '7484', '304', '5', 'Beginner Level', '1 hour', '2015-03-04T01:33:32Z']"
Building Responsive Data Visualizations with D3 JS,85,876,59,2 hours,"['525114', 'Building Responsive Data Visualizations with D3 JS', 'https://www.udemy.com/building-responsive-data-visualizations-with-d3js/', 'TRUE', '85', '876', '59', '28', 'All Levels', '2 hours', '2015-06-12T20:17:52Z']"
Learn Rails Programming in Less than 30 Minute - Lite,20,1235,25,38 mins,"['709460', 'Learn Rails Programming in Less than 30 Minute - Lite', 'https://www.udemy.com/learn-rails-programming-in-less-than-30-minute-lite/', 'TRUE', '20', '1235', '25', '7', 'All Levels', '38 mins', '2016-01-06T17:49:01Z']"
SASS - Beginner Crash Course,25,1143,34,1 hour,"['413618', 'SASS - Beginner Crash Course', 'https://www.udemy.com/sass-beginner-crash-course/', 'TRUE', '25', '1143', '34', '13', 'Beginner Level', '1 hour', '2015-02-12T17:13:26Z']"
Angular 2 Fundamentals for Web Developers,40,450,61,6 hours,"['821788', 'Angular 2 Fundamentals for Web Developers', 'https://www.udemy.com/angular-2-fundamentals-for-web-developers/', 'TRUE', '40', '450', '61', '41', 'All Levels', '6 hours', '2016-04-14T18:43:47Z']"
Easily Learn Web Development With Drop & Drag: OptimizePress,20,1442,9,2 hours,"['392836', 'Easily Learn Web Development With Drop & Drag: OptimizePress', 'https://www.udemy.com/optimizepress/', 'TRUE', '20', '1442', '9', '25', 'Beginner Level', '2 hours', '2015-01-23T06:46:27Z']"
XML XSLT - Crash Course for Beginners,45,426,4,1 hour,"['1115126', 'XML XSLT - Crash Course for Beginners', 'https://www.udemy.com/xml-xslt-crash-course-for-beginners/', 'TRUE', '45', '426', '4', '9', 'All Levels', '1 hour', '2017-02-19T18:11:07Z']"
Create Your Own Successful Online School To Sell Courses,95,2814,14,2 hours,"['348920', 'Create Your Own Successful Online School To Sell Courses', 'https://www.udemy.com/create-an-online-school-website-with-joomla/', 'TRUE', '95', '2814', '14', '39', 'Beginner Level', '2 hours', '2014-11-18T04:02:55Z']"
Flask Tutorial Step by Step,Free,4645,171,2 hours,"['1114060', 'Flask Tutorial Step by Step', 'https://www.udemy.com/python-flask-tutorial-step-by-step/', 'FALSE', 'Free', '4645', '171', '19', 'Intermediate Level', '2 hours', '2017-02-28T16:27:45Z']"
Ruby on Rails a Beginners Guide ,Free,13130,346,6.5 hours,"['778084', 'Ruby on Rails a Beginners Guide ', 'https://www.udemy.com/ruby-on-rails-a-beginners-guide-free/', 'FALSE', 'Free', '13130', '346', '88', 'Beginner Level', '6.5 hours', '2016-03-18T14:58:53Z']"
Mastering Basic CSS Selectors.,Free,3933,23,3 hours,"['1176686', 'Mastering Basic CSS Selectors.', 'https://www.udemy.com/mastering-basic-css-selectors/', 'FALSE', 'Free', '3933', '23', '14', 'Beginner Level', '3 hours', '2017-05-09T22:13:22Z']"
Create a Website Similar to Facebook from Scratch!,25,2197,9,1.5 hours,"['744618', 'Create a Website Similar to Facebook from Scratch!', 'https://www.udemy.com/clone-facebook/', 'TRUE', '25', '2197', '9', '12', 'All Levels', '1.5 hours', '2016-02-09T06:15:07Z']"
Comprehensive TypeScript,125,1318,78,4.5 hours,"['473622', 'Comprehensive TypeScript', 'https://www.udemy.com/typescript101/', 'TRUE', '125', '1318', '78', '51', 'All Levels', '4.5 hours', '2015-04-13T19:00:50Z']"
"Essential HTML, CSS & HTML5 Training",50,1553,35,5.5 hours,"['470412', 'Essential HTML, CSS & HTML5 Training', 'https://www.udemy.com/essential-html-css-html5-training/', 'TRUE', '50', '1553', '35', '43', 'Beginner Level', '5.5 hours', '2015-04-12T22:20:58Z']"
HTML 5 and CSS 3 - tricks and workarounds,80,2007,10,5.5 hours,"['758208', 'HTML 5 and CSS 3 - tricks and workarounds', 'https://www.udemy.com/html5-css3-tricks-and-workarounds/', 'TRUE', '80', '2007', '10', '113', 'All Levels', '5.5 hours', '2016-02-18T00:21:26Z']"
"How to Register a Domain, Set Up Hosting, and Edit Web Pages",45,1540,19,3 hours,"['505780', 'How to Register a Domain, Set Up Hosting, and Edit Web Pages', 'https://www.udemy.com/register-domain-setup-hosting-create-web-page/', 'TRUE', '45', '1540', '19', '39', 'Beginner Level', '3 hours', '2015-05-21T19:37:46Z']"
WordPress Plugins Treasure Chest,25,1655,10,3 hours,"['568524', 'WordPress Plugins Treasure Chest', 'https://www.udemy.com/best-wordpress-plugins-treasure-chest/', 'TRUE', '25', '1655', '10', '44', 'Intermediate Level', '3 hours', '2015-08-06T21:01:21Z']"
Practical Understanding of PHP and MySQL,Free,12201,217,5.5 hours,"['890810', 'Practical Understanding of PHP and MySQL', 'https://www.udemy.com/practical-understanding-of-php-and-myqsl-demo/', 'FALSE', 'Free', '12201', '217', '24', 'Beginner Level', '5.5 hours', '2016-07-06T16:35:25Z']"
"AngularJS for Beginners, Single-Page Applications Made Easy",200,1284,46,1.5 hours,"['332252', 'AngularJS for Beginners, Single-Page Applications Made Easy', 'https://www.udemy.com/angularjs-tutorial/', 'TRUE', '200', '1284', '46', '30', 'All Levels', '1.5 hours', '2014-11-18T06:03:56Z']"
Building a Social Network in PHP & MySQL From Scratch,50,869,125,14 hours,"['431576', 'Building a Social Network in PHP & MySQL From Scratch', 'https://www.udemy.com/social-network-in-php-mysql/', 'TRUE', '50', '869', '125', '78', 'All Levels', '14 hours', '2015-03-17T16:54:15Z']"
XML DOM - Crash Course for Beginners,45,396,6,34 mins,"['1115128', 'XML DOM - Crash Course for Beginners', 'https://www.udemy.com/xml-dom-crash-course-for-beginners/', 'TRUE', '45', '396', '6', '8', 'All Levels', '34 mins', '2017-02-19T23:41:32Z']"
Create a Powerful Website with the Cool Bootstrap Framework,Free,7142,41,4 hours,"['716310', 'Create a Powerful Website with the Cool Bootstrap Framework', 'https://www.udemy.com/e107-tutorial-for-beginner-build-bootstrap-website/', 'FALSE', 'Free', '7142', '41', '25', 'All Levels', '4 hours', '2016-02-02T23:35:43Z']"
HTML5 and CSS3 -Start building beautiful websites,150,1414,14,2.5 hours,"['467186', 'HTML5 and CSS3 -Start building beautiful websites', 'https://www.udemy.com/html5-and-css3-crash-course/', 'TRUE', '150', '1414', '14', '22', 'All Levels', '2.5 hours', '2015-05-14T22:21:39Z']"
Getting Started as a Web Developer,Free,9833,241,1 hour,"['212376', 'Getting Started as a Web Developer', 'https://www.udemy.com/refactoru-getting-started-as-a-web-developer/', 'FALSE', 'Free', '9833', '241', '15', 'Beginner Level', '1 hour', '2014-08-16T22:20:47Z']"
Learn Laravel: Create Your Web App Step-By-Step,45,604,47,4 hours,"['496006', 'Learn Laravel: Create Your Web App Step-By-Step', 'https://www.udemy.com/laravel-5-course-learn-php-laravel/', 'TRUE', '45', '604', '47', '35', 'All Levels', '4 hours', '2015-05-20T19:48:45Z']"
Professional Web Scraping with Java,50,685,37,1 hour,"['756050', 'Professional Web Scraping with Java', 'https://www.udemy.com/learn-web-scraping-with-java-in-just-1-hour/', 'TRUE', '50', '685', '37', '14', 'Intermediate Level', '1 hour', '2016-05-16T00:11:41Z']"
3D Programming with WebGL and Babylon.js for Beginners,200,549,49,2 hours,"['592594', '3D Programming with WebGL and Babylon.js for Beginners', 'https://www.udemy.com/webgl-tutorial/', 'TRUE', '200', '549', '49', '18', 'Intermediate Level', '2 hours', '2015-08-31T21:07:26Z']"
Learn to make a colorful one page website,200,1220,16,34 mins,"['520308', 'Learn to make a colorful one page website', 'https://www.udemy.com/learn-to-make-a-colorful-one-page-website/', 'TRUE', '200', '1220', '16', '16', 'All Levels', '34 mins', '2015-06-05T18:09:58Z']"
WordPress Plugin Tutorial,40,1588,8,34 mins,"['494510', 'WordPress Plugin Tutorial', 'https://www.udemy.com/wordpress-plugin-tutorial/', 'TRUE', '40', '1588', '8', '15', 'Beginner Level', '34 mins', '2015-05-14T21:38:00Z']"
Introduction to HTML,Free,8371,212,1.5 hours,"['212624', 'Introduction to HTML', 'https://www.udemy.com/refactoru-intro-html/', 'FALSE', 'Free', '8371', '212', '18', 'Beginner Level', '1.5 hours', '2014-08-30T01:33:38Z']"
Learn JavaScript From Scratch:Become Top Rated Web Developer,65,2570,17,5 hours,"['1259422', 'Learn JavaScript From Scratch:Become Top Rated Web Developer', 'https://www.udemy.com/learnjsandbecometopratedwebdeveloper/', 'TRUE', '65', '2570', '17', '87', 'All Levels', '5 hours', '2017-06-29T18:10:15Z']"
"Installing Wordpress 4 - Installation, Registrars & Hosting",45,6117,188,2.5 hours,"['326244', 'Installing Wordpress 4 - Installation, Registrars & Hosting', 'https://www.udemy.com/installing-wordpress-domain-registrars-and-web-hosting/', 'TRUE', '45', '6117', '188', '28', 'Beginner Level', '2.5 hours', '2014-10-31T07:21:32Z']"
Learn PHP Programming for Absolute Beginners,35,5368,78,2 hours,"['573716', 'Learn PHP Programming for Absolute Beginners', 'https://www.udemy.com/learn-php-programming-for-absolute-beginners/', 'TRUE', '35', '5368', '78', '20', 'All Levels', '2 hours', '2015-08-05T18:47:48Z']"
WordPress for Beginners 2017 + Google AdSense Implementation,195,2225,14,6.5 hours,"['1172166', 'WordPress for Beginners 2017 + Google AdSense Implementation', 'https://www.udemy.com/wordpress-tutorial-for-beginners-and-google-adsense-implementation/', 'TRUE', '195', '2225', '14', '64', 'All Levels', '6.5 hours', '2017-06-05T18:20:34Z']"
JavaScript for beginners in 1 hour,95,2086,56,1 hour,"['1021834', 'JavaScript for beginners in 1 hour', 'https://www.udemy.com/learn-javascript-in-1-hour-and-create-a-game-in-javascript/', 'TRUE', '95', '2086', '56', '22', 'Beginner Level', '1 hour', '2016-12-12T16:52:38Z']"
HTML5 and CSS for Beginner To Expert,20,1732,15,4.5 hours,"['1210098', 'HTML5 and CSS for Beginner To Expert', 'https://www.udemy.com/html5-and-css-for-beginner-to-expert/', 'TRUE', '20', '1732', '15', '48', 'All Levels', '4.5 hours', '2017-06-06T22:27:23Z']"
Become a Kick-Ass Web Developer: From Newbie to Pro,200,6751,44,48.5 hours,"['288466', 'Become a Kick-Ass Web Developer: From Newbie to Pro', 'https://www.udemy.com/become-a-web-developer/', 'TRUE', '200', '6751', '44', '353', 'All Levels', '48.5 hours', '2014-10-02T15:47:45Z']"
Django Tutorial: Build Your First App Fast & Free! ,20,5228,180,2.5 hours,"['581256', 'Django Tutorial: Build Your First App Fast & Free! ', 'https://www.udemy.com/create-your-first-django-website-fast-free/', 'TRUE', '20', '5228', '180', '27', 'Beginner Level', '2.5 hours', '2015-09-08T00:17:23Z']"
Create a social network using PHP Mysqli HTML Css and JQuery,40,1477,17,6 hours,"['1189508', 'Create a social network using PHP Mysqli HTML Css and JQuery', 'https://www.udemy.com/create-a-social-network-using-php-mysqli-html-css-and-jquery/', 'TRUE', '40', '1477', '17', '27', 'Intermediate Level', '6 hours', '2017-04-24T00:18:42Z']"
PHP - Send and Receive Mobile Text Messages (SMS),50,1626,81,1.5 hours,"['863976', 'PHP - Send and Receive Mobile Text Messages (SMS)', 'https://www.udemy.com/php-send-and-receive-mobile-text-messages-sms/', 'TRUE', '50', '1626', '81', '18', 'All Levels', '1.5 hours', '2016-06-15T23:04:19Z']"
Complete PHP Course with OOP Start to Finish!,200,4529,54,2 hours,"['681514', 'Complete PHP Course with OOP Start to Finish!', 'https://www.udemy.com/complete-object-oriented-programming-in-php-start-to-finish/', 'TRUE', '200', '4529', '54', '29', 'All Levels', '2 hours', '2015-11-26T22:25:33Z']"
Coding Made Easy: HTML & CSS For Beginners,40,3254,92,1.5 hours,"['864482', 'Coding Made Easy: HTML & CSS For Beginners', 'https://www.udemy.com/coding-made-easy-html-css-for-beginners/', 'TRUE', '40', '3254', '92', '16', 'Beginner Level', '1.5 hours', '2016-06-07T17:35:07Z']"
WordPress Security - The Ultimate Security Guide,60,2267,17,1.5 hours,"['339086', 'WordPress Security - The Ultimate Security Guide', 'https://www.udemy.com/wordpress-the-ultimate-security-guide/', 'TRUE', '60', '2267', '17', '29', 'All Levels', '1.5 hours', '2015-01-04T20:28:06Z']"
How to Make a Single Page Website for Freelancers & Agencies,Free,17463,283,1.5 hours,"['639654', 'How to Make a Single Page Website for Freelancers & Agencies', 'https://www.udemy.com/how-to-make-a-portfolio-website-for-freelancers-agencies/', 'FALSE', 'Free', '17463', '283', '30', 'All Levels', '1.5 hours', '2015-10-15T20:13:38Z']"
Learn to Use jQuery UI Widgets,Free,23669,521,1 hour,"['60792', 'Learn to Use jQuery UI Widgets', 'https://www.udemy.com/learn-to-use-jquery-ui-widgets/', 'FALSE', 'Free', '23669', '521', '9', 'Beginner Level', '1 hour', '2013-06-23T02:38:19Z']"
Learn to Create Responsive Layouts in 30 Minutes,Free,5301,174,30 mins,"['1054814', 'Learn to Create Responsive Layouts in 30 Minutes', 'https://www.udemy.com/learn-to-create-responsive-layouts-in-30-minutes/', 'FALSE', 'Free', '5301', '174', '6', 'Beginner Level', '30 mins', '2017-01-17T22:26:51Z']"
Web Building Starter Pack. Html Css and JQuery Animations,30,1033,16,7.5 hours,"['948204', 'Web Building Starter Pack. Html Css and JQuery Animations', 'https://www.udemy.com/web-building-starter-pack-html-css-and-jquery-animations/', 'TRUE', '30', '1033', '16', '42', 'All Levels', '7.5 hours', '2016-10-07T21:58:04Z']"
Getting Started with Angular 2+,Free,6909,401,2 hours,"['1191946', 'Getting Started with Angular 2+', 'https://www.udemy.com/getting-started-with-angular-2/', 'FALSE', 'Free', '6909', '401', '14', 'Beginner Level', '2 hours', '2017-04-27T22:25:40Z']"
